,Date Local,SO2 Mean
0,2000-11-01,2.3602485000000004
1,2000-11-02,2.5975155
2,2000-11-03,3.2649350000000004
3,2000-11-04,2.8854040000000003
4,2000-11-05,2.252174
5,2000-11-06,2.5326085000000003
6,2000-11-07,2.4608695000000003
7,2000-11-08,2.835093
8,2000-11-09,2.0003105
9,2000-11-10,1.8496895
10,2000-11-11,1.942857
11,2000-11-12,2.0003105
12,2000-11-13,3.3096275
13,2000-11-14,2.4322980000000003
14,2000-11-15,3.2595235000000002
15,2000-11-16,1.801948
16,2000-11-17,2.454037
17,2000-11-18,3.4701295
18,2000-11-20,5.6824675000000004
19,2000-11-21,3.4686334999999997
20,2000-11-22,2.3242235
21,2000-11-23,3.081169
22,2000-11-24,3.8733765
23,2000-11-25,3.1304350000000003
24,2000-11-26,2.2205265
25,2000-11-27,1.0692979999999999
26,2000-11-28,0.41886
27,2000-11-29,1.371212
28,2000-11-30,3.4462735
29,2001-01-01,1.8276395
30,2001-01-02,3.5900625
31,2001-01-03,2.9360245000000003
32,2001-01-04,4.7704970000000015
33,2001-01-05,4.640909
34,2001-01-06,2.6776395
35,2001-01-07,2.8425465
36,2001-01-08,0.9360245
37,2001-01-09,0.331677
38,2001-01-10,1.072671
39,2001-01-11,1.2599375
40,2001-01-12,0.7596274999999999
41,2001-01-13,1.06118
42,2001-01-14,0.418323
43,2001-01-15,1.2164595
44,2001-01-16,1.7273290000000001
45,2001-01-17,1.5546585000000004
46,2001-01-18,2.1807455
47,2001-01-19,2.275155
48,2001-01-20,2.48323
49,2001-01-21,2.288509
50,2001-01-22,2.137578
51,2001-01-23,2.2161494999999998
52,2001-01-24,1.253106
53,2001-01-25,0.5975155
54,2001-01-26,0.9900625
55,2001-01-27,1.9618015
56,2001-01-28,2.02205
57,2001-01-29,2.022671
58,2001-01-30,1.7059004999999998
59,2001-01-31,1.345963
60,2001-02-01,1.921118
61,2001-02-02,2.3391305000000004
62,2001-02-03,2.303106
63,2001-02-04,2.0080745
64,2001-02-05,2.468323
65,2001-02-06,1.418323
66,2001-02-07,0.2881985
67,2001-02-08,1.259317
68,2001-02-09,1.1015525
69,2001-02-13,0.13863650000000002
70,2001-02-14,0.759091
71,2001-02-15,1.562941
72,2001-02-16,1.3534160000000002
73,2001-02-17,0.7416149999999999
74,2001-02-18,0.064907
75,2001-02-19,0.2161495
76,2001-02-20,0.8565214999999999
77,2001-02-21,0.8714284999999999
78,2001-02-22,0.504037
79,2001-02-23,0.2596275
80,2001-02-24,1.029503
81,2001-02-25,0.647826
82,2001-02-26,0.2161495
83,2001-02-27,0.6763975000000001
84,2001-02-28,0.403106
85,2001-03-01,2.3959630000000005
86,2001-03-02,3.3462735
87,2001-03-03,4.985714499999999
88,2001-03-06,2.0863355
89,2001-03-07,2.275
90,2001-03-15,2.3096275
91,2001-03-16,1.9860245
92,2001-03-17,2.4394410000000004
93,2001-03-18,2.086646
94,2001-03-19,2.4173915000000004
95,2001-03-20,2.172671
96,2001-03-21,2.151242
97,2001-03-22,1.762733
98,2001-03-23,1.8201865000000002
99,2001-03-24,1.957143
100,2001-03-25,1.2447205
101,2001-03-26,1.3527950000000002
102,2001-03-27,1.87795
103,2001-03-28,1.1298135
104,2001-03-29,1.0431674999999998
105,2001-03-30,1.340476
106,2001-03-31,1.3242235
107,2001-04-01,2.006061
108,2001-04-02,2.0625
